sample_index,current_label,suggested_label,suggested_confidence,self_confidence,margin,label_quality,rank
34,2,0,0.48717840386519334,0.23976950903986485,0.2474088948253285,0.23976950903986485,84
136,0,2,0.5575941516605682,0.3114678028891253,0.24612634877144296,0.3114678028891253,85
13,1,0,0.590889828759682,0.35543809465149395,0.23545173410818804,0.35543809465149395,86
89,2,0,0.6064223959383597,0.3737150727306283,0.23270732320773135,0.3737150727306283,87
102,0,2,0.5295680584111566,0.30020876646367467,0.22935929194748195,0.30020876646367467,88
67,1,2,0.4618155962711494,0.23766794925329615,0.22414764701785322,0.23766794925329615,89
291,0,2,0.600122940187857,0.3761485169963747,0.22397442319148225,0.3761485169963747,90
159,0,1,0.5596155143424504,0.33702789713118064,0.22258761721126974,0.33702789713118064,91
280,2,0,0.6016808270085534,0.38494504965755644,0.21673577735099697,0.38494504965755644,92
8,1,0,0.47499627142779577,0.26254850752843967,0.2124477638993561,0.26254850752843967,93
54,1,2,0.5084662188275688,0.30034235227367423,0.2081238665538946,0.30034235227367423,94
132,2,0,0.5645764345342562,0.36096341955777306,0.20361301497648315,0.36096341955777306,95
40,0,1,0.4761306403883308,0.28306290186796784,0.19306773852036296,0.28306290186796784,96
168,0,2,0.5055663398576251,0.31492658772387255,0.19063975213375256,0.31492658772387255,97
20,1,0,0.4861733093554645,0.2976193361489089,0.1885539732065556,0.2976193361489089,98
254,2,0,0.5363835391807805,0.35003941472054584,0.18634412446023468,0.35003941472054584,99
232,0,2,0.5298022525535947,0.34588422066930996,0.18391803188428474,0.34588422066930996,100
10,2,0,0.4513305301581178,0.2791323467875149,0.1721981833706029,0.2791323467875149,101
177,1,2,0.5132908870098695,0.3450088323142668,0.16828205469560265,0.3450088323142668,102
72,1,0,0.47857958799741945,0.31085421450756967,0.16772537348984978,0.31085421450756967,103
259,2,1,0.45676006266176933,0.2930804654392236,0.16367959722254571,0.2930804654392236,104
3,2,1,0.4109449260868542,0.25934528298286075,0.15159964310399343,0.25934528298286075,105
220,2,1,0.553906275974043,0.4084678127433792,0.14543846323066378,0.4084678127433792,106
74,0,1,0.47427897227740734,0.33278072579380225,0.1414982464836051,0.33278072579380225,107
176,2,1,0.5126597727765743,0.3849340431899271,0.12772572958664719,0.3849340431899271,108
231,0,2,0.3973786815702908,0.2848607635718253,0.1125179179984655,0.2848607635718253,109
229,0,2,0.5394554118273842,0.43209845269762936,0.10735695912975485,0.43209845269762936,110
114,1,2,0.3871853033958459,0.2816770958562161,0.1055082075396298,0.2816770958562161,111
178,2,1,0.4404423652107815,0.3393709614739103,0.10107140373687118,0.3393709614739103,112
228,2,0,0.4796888251109673,0.37899972380413105,0.10068910130683623,0.37899972380413105,113
62,0,2,0.5015949020491948,0.42193415930433714,0.07966074274485763,0.42193415930433714,114
172,2,1,0.4683482785157608,0.39331589994086397,0.07503237857489681,0.39331589994086397,115
26,0,1,0.44729624373163,0.39256155445250374,0.05473468927912628,0.39256155445250374,116
15,0,1,0.43646774844173114,0.3838220370534771,0.052645711388254024,0.3838220370534771,117
92,1,2,0.4455257430797504,0.3934951915422597,0.0520305515374907,0.3934951915422597,118
22,1,0,0.4692802092566616,0.42093443445190526,0.048345774804756325,0.42093443445190526,119
135,1,0,0.374393359724606,0.32873109098047343,0.045662268744132595,0.32873109098047343,120
261,2,1,0.44785932506165343,0.4034905120460065,0.044368813015646935,0.4034905120460065,121
38,1,0,0.5020506705955586,0.4584238507083536,0.043626819887205015,0.4584238507083536,122
105,2,1,0.48593811485933575,0.4499573123430253,0.03598080251631047,0.4499573123430253,123
223,1,2,0.4909846516194018,0.4555448631657438,0.03543978845365803,0.4555448631657438,124
110,2,1,0.40192962860214626,0.36729018227678045,0.03463944632536581,0.36729018227678045,125
4,1,0,0.4180123970451956,0.38377702277616516,0.03423537426903045,0.38377702277616516,126
272,0,2,0.45273886175006317,0.4244241213567113,0.028314740393351856,0.4244241213567113,127
181,1,0,0.4672707902494569,0.4404445404937434,0.026826249755713516,0.4404445404937434,128
175,1,0,0.44137076996200386,0.4246577884932138,0.016712981468790078,0.4246577884932138,129
47,1,0,0.41010071549289984,0.40144885723236917,0.008651858260530665,0.40144885723236917,130
115,2,1,0.3955199526910088,0.3947342307524376,0.0007857219385712377,0.3947342307524376,131
205,1,2,0.44384736202326913,0.4500788361780699,-0.006231474154800742,0.4500788361780699,132
111,1,0,0.38543515100568526,0.39890886185561863,-0.013473710849933374,0.39890886185561863,133
88,2,0,0.42735719572765113,0.44122918507792236,-0.01387198935027123,0.44122918507792236,134
239,2,1,0.43457587501200085,0.45396461013292744,-0.019388735120926592,0.45396461013292744,135
204,1,0,0.35024414894441275,0.37127398541769335,-0.021029836473280605,0.37127398541769335,136
143,1,0,0.44953143339165536,0.4767778745997317,-0.027246441208076344,0.4767778745997317,137
160,0,1,0.43362257619621497,0.46481140075917593,-0.03118882456296096,0.46481140075917593,138
226,2,0,0.44193171075133325,0.4834145277071067,-0.04148281695577344,0.4834145277071067,139
83,1,0,0.38163148247264256,0.4261305414958875,-0.04449905902324497,0.4261305414958875,140
289,0,2,0.37726023818228,0.42666363835720084,-0.04940340017492084,0.42666363835720084,141
1,0,2,0.3400879416001204,0.397788492537112,-0.05770055093699161,0.397788492537112,142
45,0,1,0.3439329320351873,0.4161543690578939,-0.07222143702270656,0.4161543690578939,143
46,0,2,0.40115857770449087,0.47618951814518556,-0.0750309404406947,0.47618951814518556,144
210,1,0,0.34230802239819746,0.4275063220788808,-0.08519829968068332,0.4275063220788808,145
100,0,1,0.38326761015305344,0.47100470489716156,-0.08773709474410812,0.47100470489716156,146
151,2,1,0.33023560456463846,0.4191842049916841,-0.08894860042704561,0.4191842049916841,147
24,1,0,0.35195745958974956,0.4419979796680569,-0.09004052007830732,0.4419979796680569,148
95,1,2,0.4016811076674111,0.4929816517972463,-0.09130054412983518,0.4929816517972463,149
144,0,1,0.3645858931608437,0.46955714167816237,-0.10497124851731865,0.46955714167816237,150
57,2,1,0.3449640957996719,0.47868632398250915,-0.13372222818283724,0.47868632398250915,151
277,2,0,0.28673044392045643,0.4300418746199416,-0.14331143069948515,0.4300418746199416,152
235,1,2,0.3251708834255827,0.49444259426161963,-0.16927171083603693,0.49444259426161963,153
155,2,1,0.32829546791189873,0.49996407164474166,-0.17166860373284293,0.49996407164474166,154
129,2,0,0.27352432904222423,0.46543579405610486,-0.19191146501388062,0.46543579405610486,155
148,2,0,0.2776529455186694,0.47267463923222336,-0.19502169371355393,0.47267463923222336,156
